Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,57.919998,58.810001,57.790001,58.810001,43.254688,16928400
2010-01-05,58.889999,59.410000,58.619999,59.290001,43.607731,17368100
2010-01-06,59.320000,60.180000,59.189999,60.000000,44.129929,24351900
2010-01-07,59.740002,60.009998,59.299999,59.910000,44.063740,17449500
2010-01-08,59.700001,60.349998,59.490002,60.299999,44.350590,13344300
2010-01-11,60.689999,60.869999,59.730000,60.220001,44.291748,19459900
2010-01-12,59.299999,59.709999,59.040001,59.349998,43.651852,21510600
2010-01-13,59.320000,59.799999,58.520000,59.570000,43.813660,22137500
2010-01-14,59.560001,59.889999,59.330002,59.740002,43.938705,15545400
2010-01-15,59.669998,59.799999,58.849998,59.259998,43.585670,19055200
2010-01-19,59.099998,59.900002,58.990002,59.799999,43.982841,14613100
2010-01-20,59.160000,59.160000,58.419998,58.869999,43.298824,15641700
2010-01-21,58.919998,59.099998,57.529999,57.669998,42.416218,25206600
2010-01-22,57.389999,57.720001,56.139999,56.299999,41.408585,23028600
2010-01-25,56.680000,57.220001,56.490002,56.669998,41.680721,15901200
2010-01-26,56.200001,57.299999,55.919998,56.310001,41.415936,21515300
2010-01-27,56.150002,56.650002,55.180000,56.090000,41.254128,26616700
2010-01-28,56.500000,56.619999,54.799999,55.500000,40.820206,34430700
2010-01-29,55.910000,56.459999,54.220001,54.500000,40.084698,32802700
2010-02-01,55.150002,56.310001,55.110001,56.299999,41.408585,21813300
2010-02-02,56.509998,57.139999,56.049999,57.040001,41.952862,22250800
2010-02-03,56.880001,57.349998,56.419998,56.549999,41.592464,19749300
2010-02-04,56.099998,56.119999,54.200001,54.230000,39.886101,37173200
2010-02-05,54.220001,54.480000,52.669998,54.240002,39.893452,46378400
2010-02-08,54.250000,54.889999,53.730000,53.740002,39.525711,24115100
2010-02-09,54.480000,55.560001,54.310001,54.869999,40.356823,33558100
2010-02-10,54.889999,54.980000,53.779999,54.639999,40.187660,24182300
2010-02-11,54.529999,55.689999,54.290001,55.570000,40.871674,22944500
2010-02-12,54.900002,55.619999,54.540001,55.590000,40.886391,19833900
2010-02-16,56.299999,57.099998,56.240002,56.900002,41.849888,19834900
2010-02-17,57.060001,57.180000,56.439999,56.820000,41.791046,18137800
2010-02-18,56.759998,57.279999,56.480000,57.139999,42.026402,16572700
2010-02-19,56.930000,57.560001,56.660000,57.360001,42.188229,16498300
2010-02-22,57.500000,57.509998,56.450001,56.570000,41.607185,17349700
2010-02-23,56.299999,56.439999,55.369999,55.630001,40.915817,21101200
2010-02-24,55.610001,56.189999,55.439999,55.980000,41.173229,17630300
2010-02-25,55.180000,56.040001,54.720001,56.009998,41.195286,20948100
2010-02-26,56.139999,56.340000,55.650002,56.139999,41.290909,17246800
2010-03-01,56.400002,56.799999,56.349998,56.660000,41.673359,13966000
2010-03-02,57.029999,57.560001,56.910000,57.130001,42.019051,16746300
2010-03-03,57.349998,57.880001,57.349998,57.380001,42.202930,16767300
2010-03-04,57.470001,57.650002,56.840000,57.080002,41.982288,16331000
2010-03-05,57.639999,58.279999,57.580002,58.150002,42.769268,15335200
2010-03-08,58.310001,58.509998,57.810001,58.060001,42.703064,12612000
2010-03-09,57.750000,58.380001,57.669998,58.060001,42.703064,16703800
2010-03-10,58.119999,58.650002,57.849998,58.570000,43.078178,17372200
